index,Artist,Chords,Label,Song
568,nirvana,"G5,Bb5,A,E,B5,F#,D,F5,E5,D5,G,A5",advanced,spank-thru
569,the-peggies,"Am7,D/F#,Bb,Am,Gm,Gm7,G#dim,Bm7,Bm,D,D7,G,F#m,A,F#,Bbm7,C,C#m7-5,BbM7,Em",novice,centimeter
570,the-lumineers,"F,C,Am,Fm,D,Caug,G",intermediate,dead-sea
571,midnight-oil,"A,E,F#,C,D,Em,G",intermediate,beds-are-burning
572,israel-houghton,"Bb,Abdim,C/A,F,Am,Dm,Bb2/A,C#m,G/E,G#m,Bb/G,B2/Bb,A/F,Gm,Bm,D,G,F#m,A,E,F#,G2/F#,C/B,B/Ab,B,Eb,Cm,C,Em,A2/G#",advanced,hosanna-be-lifted-higher
573,x-ambassadors,"Bm,D,G,A",novice,renegades
574,adam-neely,"Gb6/9,Fm11,Amaj9,Ebm11,Bb9,Bb7sus4,Db/F,Bb7/Gb,Amaj7,Gb6,Bbm11,Db13,Gbm7,Gbmaj7,Dbmaj7,Db7,B9,Dbsus2/F,Abm7,Gm7b5,Abm9,Db13b9,F#m7,Gbm6/9,Eb9",advanced,thank-u-next
575,scorpions,"Am/F,Am7,E,F,C,Am,E7,Dm,G",intermediate,wind-of
576,thomas-rhett,"A,D/F#,Bm,D,A#dim,Em,G",intermediate,marry-me
577,morgan-wallen,"D,G,Em,Am",intermediate,talkin-tennessee
578,tauren-wells,"Eb,F/A,Bb,Gm,F,Bb/D",intermediate,famous-for
579,stone-sour,"C,Em,D7",novice,through-glass
580,niall-horan,"F,C,Am,Fmaj7,Dm,Em,C/G,Gadd11",novice,flicker
581,queen,"Eb,Am7,C7,Bb,Gm,Gm7,F,D7,C,Am,Dm,F7,D,Dm7,G",advanced,dont-stop-me-now
582,aaron-lewis,"F#m,A,E,D,G",intermediate,travelin-soldier
583,frank-sinatra,"G7(b5),Am7,F,Gb7M,A7,E7,Am7-5,C(b9),Ebm6,A7(#5),Am9,Dm7,Ab7(#5),D(#9),Gm7,Bbm6,D7,A#dim,D(b9),C7M,Gbm7,Bb7(b5),G7,A7(b9),Bm11,C7,C#dim,Cm7,Ab9,G13,Bb7M,Gb7,Adim,A7M,F7M,Cm,C,Ab7,Em,Gb7(b5),G7M,C9,B7",advanced,slightly-out-of-tune
584,live,"F#,B,G#m,E",novice,lightning-crashes
585,masdo,"Am7,C7,Cmin7,Bbm7,Amin7,Gmin7,A#m7,F7,D7,Bbmaj7,Bmin7",advanced,bunga
586,racoon,"F#m,A,E,Bm,D",intermediate,het-is-al-laat-toch
587,stevie-wonder,"Gdim,B7/F#,Abdim,A7,Am,Em7,Em/B,Edim,G/D,D7,G,F#m,Am/C,G7,A,F#dim,Ddim,B7/Eb,Bbdim,D7/A,Adim,Ebdim,C,G6,Em7/G,Em,D7/C,Fdim,G/B,B7",advanced,they-wont-go-when-i-go
588,misc-soundtrack,"A,F#,Bm,D,Em,G",intermediate,the-greatest-showman-the-greatest-show
589,lauren-daigle,"C,Am,D,Em,G",novice,trust-in-you
590,phil-collins,"Cmaj7,Am,D,Em,G",novice,another-day-in-paradise
591,misc-traditional,"A/C#,D/F#,Bm/D,G#o,A7,Em/G,F#sus4,Dsus4,Bm,D,G/D,F#7/C#,G,D/A,G7,A,E,G/A,F#,A/E,B7/D#,A7/C#,A7/G,G#o/B,G/B",advanced,der-er-et-yndigt-land
592,angus-julia-stone,"G,F,Am7,C",intermediate,santa-monica-dream
593,elizabeth-cotten,"G7,F,C,E7,G",intermediate,freight-train
594,elvis-presley,"G7,C,A7,D,D7,G",advanced,judy
595,parsonsfield,"C,Am,Bm,D,Em,G",advanced,weeds-or-wild-flowers
596,kina,"C#m,B,A",novice,get-you-the-moon
597,the-beatles,"Em7/D,Em6,Fm7,C7,Em6/C#,F,A7,Am,Em7,Em,Em(maj7)/D#,G,Em(maj7)",intermediate,cry-baby-cry
598,the-tallest-man-on-earth,"Bm7,A7,Bm,D,A6,D/C#,G",intermediate,the-gardener
599,brian-mcknight,"Am7,Bb7b9,Cb/Db,Db/Cb,Db7sus,C/D,A7,Em7,Am9,Dsus/C,Cbm7,D9sus,E13b9,F7#5,Am7b5,CM7,Fm7b5,Ebm7,Bm7,D/C,Gbsus,D,Ebm,E7#5,G,Bm7b5,Db7,Bb7b9/D,Dbm9,Cm7,D7sus,D9,CM7/D,Gb,Fb,Gb/Bb,F#m7b5,B7b9,Abm7,Ddim7,Abm7b5,Bbm7,Abm9,Dsus,Ab7,Em9,Db7/F,D7/C,G/B",advanced,one-last-cry
600,conan-gray,"C,Am,D,Em,G",novice,lookalike
601,the-beach-boys,"F#6add9,Em9/A,F#sus4,F#add9,Emaj9,D#m,F#9b5,F#m,C#m7,G#7/C,Gmaj9,B9,F#,Amaj13,F#m7/B,G#m7b5/D,Fdim7/Cb,Bmaj13,Dmaj9,A#m11,D#9,G#madd9,G#/D#,C#7,F#maj9,G#dim7/D,F#/C#",advanced,its-over-now
602,amy-winehouse,"Eb,Fm7,Fm6,Am/F,G7,Ab,Am/C,E,C7,Cmaj7,Am,Fmaj7,F7,G6,Em,Em/C,Bm/G,G",advanced,rehab
603,frank-ocean,"Gm,F,C,A7,Am,Fmaj7,Em7,Dm,Ebmaj7,Dm7,G",intermediate,thinking-about-you
604,selena-gomez,"A,D/F#,Bm,D,Em,G",novice,lose-you-to-love-me
605,radwimps,"Fm7,A/C#,D/F#,F,Em7,D#,D#sus4,D#/G,Cadd9,C#add9,Dsus4,Bm7,D,G#/C,C#7b5,G,D7b5,Asus4,A,F#,A#7sus4,G#,Gadd9,E7sus4,Dadd9,C,A7sus4,G/B",intermediate,nandemonaiya
606,grace-vanderwaal,"F,G,C,Am",novice,i-dont-know-my-name
607,taylor-swift,"F,C,Am,Dm,Em,G",novice,delicate
608,misc-cartoons,"A,E,C,D,G",novice,coco-un-poco-loco
609,hermans-hermits,"G7,C7,F,C,Am,E7,Dm,G",intermediate,theres-a-kind-of-hush
610,lp,"D#m,F#,D#m/F,F#/C#,B",advanced,tokyo-sunrise
611,roxette,"C#,A,E,D#m,F#,Bm,D,B,Em,C#m,G",novice,listen-to-your-heart
612,the-beach-boys,"Ebm/Ab,Eb/F,Bb,Dm7/G,Bbadd9,F,A7,Dm7,Bb/C,Bb/G,Fm/Ab,Fdim7/G,Gm7,F6,G7,Cm7,Cm7-5/Gb,Gm7/C,Eb,F7/C,Dm7/C,Bb/Ab",advanced,i-just-wasnt-made-for-these-times
613,nirvana,"G5,C#,A,C,F#,D,B,E5,D5,G#,G,A5",intermediate,lounge-act
614,the-all-american-rejects,"F,C,Am,Dm,F7,Em,G",intermediate,gives-you-hell
615,neil-young,"G5,G7,Cadd9,Am7,Bb,Dsus4,F6sus2,Em7,Dm7,D5",intermediate,dont-let-it-bring-you-down
616,george-harrison,"A,E,G#7,C#m,B,B7",intermediate,got-my-mind-set-on-you
617,jacob-collier,"Fm7,A9,G6/9,Ab2,F#m11,C6/9,G#m7,C#m11,C6/9/B,D,G,D/A,Eb6/9,AM9,DM7,FM9,FM9/C,EM9/G#,C#7#9/B,C#7#9,Cm11,G6,G#11,Gb13b9/D,E7add11",intermediate,make-me-cry
618,nirvana,"F#m,C#,A,E,Bb,F,F#,D,B,G#,G",novice,in-bloom
619,conan-gray,"Asus4,F,C,Am,Em,G",novice,the-cut-that-always-bleeds
620,neil-young,"F#m,A,E,F,C,Am,Bm,Dm,D,Em,G",intermediate,cowgirl-in-the-sand
621,upperroom,"Dsus4,C,Em,G,G/B",novice,defender
622,cat-stevens,"G7,A,E,C,F,A7,Bm,Dm,D,Em,G",intermediate,moonshadow
623,paolo-santos,"F#m,A9,A,E,A/F#,C/G,E7,D9/D,Bm,E/D,Do,D,Dm,D9,C#m,G",advanced,moonlight-over-paris
624,lil-peep,"C,Em,Am",novice,falling-down
625,chico-buarque,"Fm7,Am7,Cm/A,G7b13,E7,Em7,C#6,A#6,Fm6,D#dim7,G7/B,Gm7,Gm/A#,Em/B,C/G,Cm/G,Am6,G7,C#,A7b13,Dmbb5,CM9,G#6,Cm#5add9,Cm,C,F#dim/C,A#7,B6,F#dim7,D#6,G/B,Cm#5",advanced,sinha
626,arctic-monkeys,"C,Am,D,Em,G",novice,love-is-a-laserquest
627,eve-6,"A,E,F#,B,B/F#,G",intermediate,inside-out
628,phil-thompson,"D#dim7,D/A,Cm6,G2/B,D/F#,Am7,Cma7,A/C#,C,Cma9,Em7,D,C2,C#m7b5,G,G/B",intermediate,my-worship
629,pearl-jam,"C9,Cadd9,Asus4,G/A,C,F,Am,Dm,G/D,Em,Dm/A,G,G/B",intermediate,sirens
630,rick-astley,"Gb7,Eb,Ab,C7,E,Bb,Dmaj7,Bb7,Gm,Cm,Emaj7,Dbm,C7sus4,Gb",advanced,whenever-you-need-somebody
631,doc-watson,"F,D,G,Am",advanced,the-train-that-carried-my-girl-from-town
632,buena-vista-social-club,"C#,A,F#7,A7,Bm,C#7,D,Em,G,B7",intermediate,lagrimas-negras
633,bob-dylan,"G7,F,C,Gsus4,G,Fmaj9",advanced,every-grain-of-sand
634,peter-paul-and-mary,"G7,C7,F,C,Am,D7,G",intermediate,dont-think-twice-its-alright
635,car-seat-headrest,"G5,F#m,A,Dmaj7,Em9,D,Em,E5,D5,G,F#5,A5",novice,drunk-drivers-killer-whales
636,sublime,"D,G,C",intermediate,rivers-of-babylon
637,taylor-swift,"Cadd9,D/F#,Em7,D,G",novice,we-are-never-ever-getting-back-together
638,katy-perry,"C,Am,D,Em,G",novice,firework
639,birdy,"G,D,C,Em",novice,not-about-angels
640,steely-dan,"Bbmaj9/F,Am7/G,Am7,Gm9,Bb6,Ab13,Gm7,Cm7,Gm7/F,Ebmaj9,Bbmaj9,Ebmaj7,Dm7,D7+9,Bbmaj7,A7+9,Db9,D9",advanced,home-at-last
641,neil-young,"Cmaj7,C,Bm7,Bm,D,G",intermediate,powderfinger
642,johnny-hallyday,"F,C,Am,Dm,Em,G",intermediate,je-te-promets
643,rainhard-fendrich,"F#m,A,C,Am,Bm,D,Em,G",intermediate,weusd-a-herz-hast-wia-a-bergwerk
644,the-rolling-stones,"A,D/F#,C,D,Em,G",novice,as-tears-go-by
645,joy-again,"F#m7,Ebdim7,E",advanced,necromancer
646,luz-casal,"F/D,Bb,F,Bbadd9,F/Eb,Gm,Ebm7,Bm7,Bm,E/D,D,Cm/Bb,G,F#m,A,E,Cm7,Eb,Dsus2,Ab,Abadd9",advanced,entre-mis-recuerdos
647,john-mayer,"F,C,Am,G,G6add11",novice,xo
648,frank-ocean,"A,E,Cmaj7,Bbmaj7/F,Am,Dm,Em,Cmaj7/G",intermediate,ivy
649,elton-john,"Eb,Db,Ab,E,C,F,A7,Bbm,Fm,D,Ebm,Gb",advanced,part-time-love
650,whitesnake,"G,Cadd9,Am7,F7+,C,Bm7,C7+,Em7,D/C,G7+,F9,Fadd9,C9",intermediate,is-this-love
651,corinne-bailey-rae,"Dm7,Am7,Gm7,E7,Fmaj7,D7,Dm7b5",intermediate,like-a-star
652,billy-joel,"Am7,Bb,F,A7,Am,E7,Dm,Dm7,Amaj7,Gm7,Bm7,Csus,D,D7,Gmaj7,G,G7,C7,Cmaj7,Cm7,Ab,G7sus,C,G6,Fadd9",advanced,new-york-state-of-mind
653,nena,"D,G,A,Em",novice,99-luftballons
654,kings-of-leon,"F,C,Em,Am",novice,use-somebody
655,john-lennon,"F,C,Am,D,Em,D7,G",intermediate,mind-games
656,edmund,"F,C,Am,Dm,G",intermediate,leiwand
657,the-88,"A,E,A7,E/D#,D,A6,D/C#,G",intermediate,at-least-it-was-here
658,russ-taff,"Db,Fm7,Am7,Bb,F,Fsus2,Em7,Eb/Bb,Dm7,Dbsus,Bb/D,Eb/G,Db/F,Gm7,Ebm7,Dbsus2,Fm,Ebm,C/G,G,Eb5,Cm7,Bbm,Bbsus,Gb,B,Gsus,C/E,Eb,Ab,Bsus2,Bbm7,C,Abm,Ebmaj7,Ab/Bb,G/B",advanced,we-will-stand
659,peach-pit,"Eb,Ab,Bb,Gm,Cm,F,G",intermediate,shampoo-bottles
660,john-lennon,"Bb,E,Dsus4,C,Bm,Dm,D,B,Em,D7,C#m,G,B7",intermediate,jealous-guy
661,nirvana,"Eb,Ab,Ab5,Bb,B5,C,D,F5,D5,B",advanced,blandest
662,natalia-lafourcade,"Eb,AbM7,G7,Bdim7,Bb,Bb7,C7,Cm,Eb7,Fm,F#dim7,Cm7/Bb,Dm7b5",advanced,danza-de-gardenias
663,radiohead,"G7,C#,Cm,F,C,Dm,D,G6,G#,G",intermediate,subterranean-homesick-alien
664,weyes-blood,"F#m,A,E,Bm,Cdim7,C#7,D#7,C#m,G#,B,G#m,B7",intermediate,andromeda
665,the-beatles,"G7,A,C7,E,F,C,Am,Fm,D,D7,G",novice,when-im-sixty-four
666,keshi,"G#/B#,E,A,C#m,A#m7b5,B,G#m",novice,drunk
667,lisa,"A,Dsus4,C,Bm,D,D#dim,Em",novice,gurenge
668,tyler-childers,"D,G,C,D7",novice,follow-you-to-virgie
669,blackbear,"Bm,C,Em,Am",intermediate,hot-girl-bummer
670,cage-the-elephant,"E,C,F,Am,Bm,Dm,D,Em,G",intermediate,telescope
671,green-day,"F,C,Am,C/B,Em,G",intermediate,still-breathing
672,michael-bolton,"Eb/F,Fm7,Bb,Bb/F,F,Emb5,D7b9,Dm7,F/Eb,B/F#,C#m,Eb/G,Bb/D,G#m,Gm,Gm7,Fm,D,F#m,E/F#,F/A,C#m7,C#,E,F#7,F#,Cm7,B,Eb,B/D,Cm,D#m7,B/D#",advanced,how-am-i-supposed-to-live-without-you
673,stevie-wonder,"Am7,F,A7,Emaj7,D#,G#m7,Amaj7,Dmaj7,A#,Bm7,A#m7,D,F7,D#7,D7,Gmaj7,G,G7,E,C7,F#,G#maj7,G#,B,A#7,F#maj7,C#7,B7",advanced,never-in-your-sun
674,halestorm,"C,D,B,Em,Asus2,G",advanced,familiar-taste-of-poison
675,ari-lennox,"C#m,E,G#m,F#m",advanced,whipped-cream
676,men-at-work,"Bm,D,G,A",novice,down-under
677,semisonic,"Eb,Ab,Bb,Cm,C,Am,D,G",novice,closing-time
678,rehab,"D,B,A,E",intermediate,bartender-song-sittin-at-a-bar
679,cigarettes-after-sex,"Bb,Gm,Gm7,F,C,Am,Fmaj7,Dm",novice,apocalypse
680,acdc,"Dsus4,C,D,G,G/B",novice,you-shook-me-all-night-long
681,eminem,"Dm,C,Bb",novice,lose-yourself
682,paul-mccartney,"Bb,A7,Em7,Bb6,Gm,Gm7,Bm7,Bm,D,D7,Bbaug,D/A,G,F#m,A,F#,Bm9,C#7,Em",advanced,lovers-that-never-were
683,misc-traditional,"D,Em",novice,drunken-sailor
684,lewis-capaldi,"F#m,A,E,F#,Bm,C#m,G#,B,G#m",intermediate,dont-get-me-wrong
685,israel-new-breed,"D/A,G,A/C#,A,E,C/A,C,Bm7,A#,B/A,Fm,D,D#,Em,G#,B",advanced,you-are-good
686,irving-berlin,"Cm,A7,Em7,Em,D7,G,B7",intermediate,blue-skies
687,gregor-meyle,"F/A,A,Bb,Gm,F,G/H,Am,Dm,Bbm/F",advanced,keine-ist-wie-du
688,billy-strings,"D,G,C,C/G",novice,dust-in-a-baggie
689,tony-bennett,"A9,Am7,E7b9,A7,Am,E7,Em7,Gm6,Ammaj7,G/E,Bm7,Cdim,D7,C#m7b5,Gmaj7,Am6,Bm7b5,Emmaj7,A,F#7,D9,Bbm7,A7b9,G6,Em,C#dim,B7",advanced,but-beautiful
690,michael-w-smith,"Eb,F/A,A,Bb,Gm,Gm7,Fsus,F,Eb/Bb,Eb2,Bbmaj7,G",advanced,deep-in-love-with-you
691,barbra-streisand,"Am7,D/F#,F#/E,F#/A#,AbMaj7,C/D,Bbm/Eb,G+5/D,Am7b5,FMaj7,Fm,Esus4,E/F#,C#m7,F7-9,Am7b5/G,G#,Ebsus4,B7,A7,E7,Am,Bbm/Db,E6/G#,G#m,G#m9,Bm7,A#m,F7,F#/B,G,F#m,EMaj7,G7,Dbm6/E,A,E,F#7,Ab+5/Eb,B,Eb,G#sus4,D/E,Fm/Eb,GMaj7,A/C#,Cm7b5,Em7,F#sus4,Am/E,D,G/D,D7,Am/C,Bb7,Bb7/C,Ab/Eb,Eb7,F#m/A,Bbm7,Bbm/C,Em,Em/D,D7-9,F,Eb7/Db,Dm,AMaj7,C#m,B/F#,F#7sus4,Bb/D,C#,A/G,G/A,Bbm/Ab,F#,Bbm,Gb7,C,Bb7/D",advanced,climb-evry-mountain
692,misc-cartoons,"C#,F#,A#m,G#/C,G#",advanced,barbie-star-light-adventure-shooting-star
693,drake,"Dm7,Fmaj7/A,Am7,E7#9,Gm6,C9",advanced,fake-love
694,bad-company,"A,E,F,D,G",intermediate,shooting-star
695,shawn-mendes,"C,D,G,Em",novice,fallin-all-in-you
696,johnny-cash,"G7,C,Am,D,Em,G",novice,sunday-morning-coming-down
697,hank-williams,"A,E,E7,D,D7,G,B7",novice,im-so-lonesome-i-could-cry
698,john-lennon,"G7,Cmaj7,F,C,Am,E7,Dm,G",intermediate,imagine
699,grateful-dead,"Em13,Bm,Em7,Em9,Asus2,Em",advanced,help-on-the-way
700,post-malone,"F,G,C,Am",novice,i-fall-apart
701,james-arthur,"C,Am,D,Em,G",novice,train-wreck
702,i-dont-know-how-but-they-found-me,"F#m,A,Bb,F,C,Dm,D,G",novice,choke
703,kate-bush,"D#,A6,C#m,Bm,E6,F#m,C#,A,E,C#m7,B5,F#,Bsus4,Badd9,B7sus4,B,Esus2,B/D#,Asus2,Aadd9,Em,F#m7,B7",advanced,bertie
704,fleetwood-mac,"G,D,C,Em",intermediate,little-lies
705,michael-jackson,"A9,D/F#,Abmaj7,A7,E7,Em7,Eb7sus4,C#m,F#7sus4,Bmaj7,Dmaj7,Gm7,Bm7,G,C#m7,A,F#7,Gmaj9,Eb7,F#,Dmaj9,Abm7,E7sus4,Bbm7,C,F#9,Em7/A,F#m7",advanced,one-day-in-your-life
706,pinguini-tattici-nucleari,"C#m,B,A,E",novice,la-storia-infinita
707,matt-simons,"F,C,Am,Dm,Em",intermediate,catch-and-release
709,good-charlotte,"Dsus2,F,C,Am,Dm,G",advanced,beautiful-place
710,misc-praise-songs,"A,E,C,D,B,D7,G,B7",intermediate,nearer-my-god-to-thee
711,faces,"G,Am7,C",novice,ooh-la-la
712,lionel-richie,"Am7,F,C,Am,Em,G",novice,stuck-on-you
713,panic-at-the-disco,"F,Am,Fmaj7,Dm,D7,G",intermediate,i-write-sins-not-tragedies
714,gorillaz,"Gm,Abm,Bbm,Am,Bm,Dm,Ebm,Em",novice,feel-good-inc
715,ben-folds,"F#m,Gsus2,A/C#,A,E,C,Bm,D,Em,G",intermediate,the-luckiest
716,beach-bunny,"F,C,Am,Dm,D,Em,G",novice,prom-queen
717,whitney-houston,"Aaug,A9,A/C#,A7,E7,Em7,A6,E7sus,C#m,E7(sus),Bm7,D,A9/C#,D/B,Daug,C#m7,A,E,A7(sus),E7/D,Bm9,A7/G,D6,F#m7",intermediate,greatest-love-of-all
718,misc-christmas,"C,A7,Am,D,D7,G",novice,jingle-bells
719,dio,"Csus4,Bb,Gb/D,C,Bbadd9,F,Am,Ddim,Dm,Dm7,Bb/D",advanced,dont-talk-to-strangers
720,les-innocents,"C,Am,Dm/F,Em/G,Em7,C4,Dm,Em,D7",advanced,colore
721,crosby-stills-nash,"A,F,C,Am,D,G",intermediate,southern-cross
722,johnny-cash,"F,Dm,C,Am",novice,ghost-riders-in-the-sky
723,van-morrison,"C,Am,Bm,D,Em,G",intermediate,crazy-love
724,james-tw,"C,Am,D,Em,G",novice,when-you-love-someone
725,creedence-clearwater-revival,"D,A,E",intermediate,born-on-the-bayou
726,blackberry-smoke,"F,C,Am,C11,C/B,D,G,D4",intermediate,aint-much-left-of-me
727,hall-oates,"Dsus2,Am7,Bb,F,C,Am,Dm,Em,Dm7,G",intermediate,out-of-touch
728,bts,"F#m,A,Gm,Bm,D,G",novice,spring-day
729,arkells,"F#m,A,E,Dmaj7,D,F#mi",intermediate,quitting-you
730,arctic-monkeys,"A,E,C,F,B,D,D#,G",advanced,view-from-the-afternoon
731,beck,"Asus4,Gaug,Eaddb13,F,C,Abaug,Am,A#,Eaug,G#,G",advanced,o-maria
732,10cc,"G,C#m7,A,G#m7,G#7,Dadd2/E,E,Am,Em,D7,C#m,G#,B,B7",intermediate,im-not-in-love
733,michael-dutchi-libranda,"Cadd9,Dsus,Em7,G,G/B",novice,binalewala
734,celine-dion,"Am7,Dm/G,F,C,Am,Fsus2,Fmaj7,Dm,Em7,F/G,Gsus4,Em,Dm7,C/F,G/C,G,G/B",intermediate,its-all-coming-back-to-me-now
735,billy-joel,"A/C#,D/F#,G6/9,A7,E7,Am,Em7,D#dim,Emin7/A,Bm7,Bm,D,G,D/A,F#m,G7,Esus4/F#,A,E7/G#,Asus4,F#7,Cmaj7,C#dim,D9,B,C/E,Em/A,Bm7/A,B/D#,G#dim7,G6,Em,D6,Em7/A,Em/D,F#m7,G/B,B7",advanced,everybody-has-a-dream
736,kenny-loggins,"E9,Am11,G(add9),G6/9,Aadd9,A7,A/D,E7,Em7,C6,Bb6,E7sus,C#m,Em11,F#m11,G#/C#,Gm,Dmaj7,Bm7,Bm,D,D7,F#/B,G,D/A,Am6,F#m,Emmaj7,C#m7,A,E,Gmaj9,F#7,F#,Amaj13,D7sus,B7sus,F#7sus,E9sus,B,Gsus,Gadd9,Esus2,Dsus2,Bm6,Esus2/A,Em9,A7sus,G9,Em,Am/D,F#m7,Asus,B7",advanced,your-heart-will-lead-you-home
737,taylor-swift,"Bm,D,G,A",novice,dear-john
738,december-avenue,"F#m,A,Amaj7,E,B,G#m",intermediate,kung-di-rin-lang-ikaw
739,crumb,"Eb,Gbmaj7,C7,Fmaj7,Fm,Em",intermediate,locket
740,siakol,"A,E,C#M,BM,E7,Dm,D,B,DM,C#m,F#M",advanced,gawing-langit-ang-mundo
741,alex-turner,"F#m,A,E,Am,G#,B,G#m",novice,stuck-on-the-puzzle
742,nightwish,"Eb/F,Db,Fm7,Ebadd9/G,Bb,C/D,F,Am,Bb-5,Dm,Bbm/Db,F/G,Gb-5,Eb/G,Bbm/F,Ab/C,Gdim/Db,Gm,Ebm/Bb,Am7-5/G,Gm/D,Absus4,Fm,D,Ebm,Cm/G,Absus4/Db,F/C,Ab/Eb,F#,Db/Ab,Bbm,Gb,Ebadd9,Gb/Bb,Eb,Fm/C,Ab,Cm,C,Fm7/C,Eb/B,Ebsus4,Ab/Bb,Db-5",advanced,ghost-love-score
743,phil-collins,"Db,Fm7,Am7,Bb,Bb/F,F,Am,Fsus2,Dm,G#m,Bb7sus4,Gm7,Absus4,Absus2,C#,B5,F#,Cm7,C/Bb,Eb,Ab,Bsus2,Cm,C,Bbsus2",advanced,youll-be-in-my-heart
744,simon-garfunkel,"C,Am,Fmaj7,D,Em,G",intermediate,april-come-she-will
745,r-e-m-,"F,C,Am,Dm,Em,G",intermediate,losing-my-religion
746,babyface,"Am7,A/C#,E7sus2,G#5,E7,Am,E11,C#m,F#m11,G#m,Cadd9,E/D,D,Esus4,E,BM,B/A,C#5/B,AM7,B,D7/A,Am13,AM7/G#,Bsus2,E/G#,B7sus4/E",advanced,whip-appeal
747,big-thief,"D/F#,Am,D,Em,C/G,G",intermediate,shark-smile
748,fiona-apple,"Eb,Db,Ab,Eb5,Db7,Cm,F#,F,C,Bbm,Fm,Fm/Bb,E5",advanced,pure-imagination
749,front-porch-step,"Cadd9,Am7,Cmaj7,Dsus4,A7sus4,Em7,D,G",intermediate,drown
750,the-waterboys,"F,G,C,Am",intermediate,fishermans-blues
751,misc-computer-games,"C#/G#,Fm7,B/G#,C#/D#,G#7,F,Emaj7,D#,C#m,D#sus4,G#m,D#m,C#sus4,A#,A#m,Fm,F#maj,D#/F,C#,C#m7,E,A,F#,G#,B,Fsus4,A#sus4,G#sus4,Cm,C,D#m7,A#7,F#maj7,C#7,F#m7",advanced,final-fantasy-xiv-dragonsong
752,dear-evan-hansen,"Am7,B7/F#,Bb,D/F#,F,Em/G,C(add2)/D,Dm7,F/Eb,Eb/G,Gm,G7/B,D7/F#,D,G/D,A9/C#,D7,G,G7,F/A,C7,Bbsus,D#+,B,G+,D7/A,Eb,C/E,Eb+,C7/E,Ab,G7sus/D,B7/D#,C,A7/C#,Em,G7/F,Gm/F,C#dim,G/B,B7",advanced,sincerely-me
753,chris-tomlin,"D/F#,C,Am,D,Em,G,G/B",novice,our-god
754,ruel,"E,Bb,C7,Bb7,Cmaj7,F,C,Am,Fmaj7,Dm,Bbmaj7",intermediate,painkiller
755,marc-cohn,"G7sus4,F2,G7,Am7,Csus4,C7,F,C,E7,Am,Dm,F7,F#dim7,C7sus4,C/G,G",intermediate,walking-in-memphis
756,gregory-porter,"F#m,A,E,G#7,Amaj7,C,Am,Em,E5,C#m,G#,B,F#m7,G#m",advanced,mister-holland
757,celine-dion,"Db,F,A7,Eb7sus4,Bb9,D,C/G,D7,G,G7,E,Bb7,C7,B9,F#,Eb7,D7sus4,Ab7sus4,G7sus4,Eb,Ab,C,A7sus4,Ab7,B7",advanced,when-i-fall-in-love
758,frank-sinatra,"A9,Am7,C7,F,C,E7,C7+,Bm,G9,Em7,D9,D7,G7+,Em,G,B7",advanced,i-could-have-told-you
759,misc-cartoons,"A7,G,C,D7",novice,spongebob-squarepants-campfire-song-song
760,francesco-de-gregori,"F,C,Am,Dm,Em,G",intermediate,rimmel
761,one-direction,"F,G,C,Am",novice,one-thing
762,taylor-swift,"Cadd9,Dsus4,D,Em,G",novice,call-it-what-you-want
763,bob-dylan,"Bb,C,A7,Am,Dm,G",advanced,blind-willie-mctell
764,burt-bacharach,"Gmaj7,E7sus4,Cadd9,Cmaj7,C,D7,Bm7,E7,Em/G,Em7,D,G/D,C6,B7sus4,B7",advanced,close-to-you
765,the-front-bottoms,"F#m,A,E,C#m,B,G#m",intermediate,twin-size-mattress
766,umi-us-rb,"G#,Fm,C#,D#",intermediate,remember-me
767,blake-shelton,"D,C,Am",novice,gods-country
768,elliott-smith,"C5,Ab5,Db5,F,E/Ab,Am,E7,Fmaj7,Dm,Fm6,C6/9,Fm,C/G,G,Fm7/Ab,Esus4,Amb5,C#,A,C7,Eb5,B5,C/B,D9,B,Am7/G,Ab,C,Em,C6,C9",advanced,memory-lane
769,conan-gray,"F,C,Am,Dm,G",novice,maniac
770,foo-fighters,"Fmaj,D/F#,F,Am,D,F#m7-5,G,A5",novice,the-pretender
771,blackstreet,"C,Am7,Em,B7",novice,no-diggity
772,crosby-stills-nash,"G7,C,A7,Am,D,Em,G",intermediate,suite-judy-blue-eyes
773,john-mayer,"C,Am,C/B,D,Em,G,B7",novice,new-light
774,joe-dassin,"C#,A,E,C7,F#7,F,F#,A#,E7,Am,A#m,C#7,F7,Bm,B7",advanced,le-petit-pain-au
775,misc-soundtrack,"A/C#,Gm11,F#/A#,G6/9,F,Gmaj7/D,Fmaj9#11,F/G,Aadd4,Am9,Emaj9,Dmaj7/A,Bb/C,A6/C#,Dmaj7,Gm7,Bm7,Bm/A,Bm,A#m7,D,G/D,G9sus,F6/9,D/C#,D7,C/G,Bbaug,D/A,G,Gmaj7,Am7/D,F#m,Daug,G7,F#7/A#,A,E,C7,Gmaj9,G/A,Dmaj7(#5)/A#,D7/B,D9,Ab9,Fmaj9,Bm9,Eb,Ddim7,Gm9,Bm7/A,C,E/G#,G9,Ebmaj9,D6,A13,G13,C9",advanced,hamilton-whatd-i-miss
776,crowded-house,"D/F#,A,C,Am,Em,G,B7",advanced,sister-madly
777,the-moody-blues,"G7sus4,Eb,Csus4,C,F,C6sus4/C,Fsus4/F,Cdim7,Dm,D,Gsus4,C6sus4",advanced,question
